ax0,ay0,az0,gx0,gy0,gz0,ax1,ay1,az1,gx1,gy1,gz1,ax2,ay2,az2,gx2,gy2,gz2,ax3,ay3,az3,gx3,gy3,gz3,ax4,ay4,az4,gx4,gy4,gz4,ax5,ay5,az5,gx5,gy5,gz5,ax6,ay6,az6,gx6,gy6,gz6,ax7,ay7,az7,gx7,gy7,gz7,ax8,ay8,az8,gx8,gy8,gz8,ax9,ay9,az9,gx9,gy9,gz9,target
-21.490170,-6.300505,-3.718388,1.412406,-4.432029,-1.429317,-36.858631,-8.842177,-7.826252,-2.394846,1.360874,4.302866,-43.229961,-23.693880,-6.120429,-7.407977,7.106906,12.326432,-38.438507,-56.886356,6.740440,-12.861061,12.121102,20.245602,-25.252161,-83.128166,38.923237,-16.896280,17.702019,25.272581,10.590317,-69.472549,98.196465,-15.211033,23.268021,24.158316,36.448200,-31.498989,102.131973,-4.728838,28.353590,16.674839,43.281719,-25.878954,44.270058,4.389818,20.976639,8.044072,5.613112,-18.186394,0.380808,9.807749,0.136886,1.044225,-24.790848,-7.149223,-10.747619,8.998149,-9.598558,2.726276,1
-9.190683,-12.509283,-0.621271,9.367795,-15.923028,-6.011016,-11.946229,-13.090067,0.305137,7.985083,-15.568295,-6.098368,-10.150784,-10.260541,1.503332,5.974931,-13.240694,-5.207808,-13.154447,-7.744067,0.278327,3.294727,-7.689606,-3.558779,-28.236073,-6.281301,-8.606920,-0.387889,-0.103863,0.611728,-35.353989,-11.306330,-14.184543,-5.741904,4.721781,7.506114,-36.764450,-35.836639,-14.701806,-12.479696,8.138082,14.675338,-38.983768,-79.260132,0.564501,-20.355190,13.557077,21.297016,-34.368923,-111.924767,62.536591,-24.951803,18.619211,25.450480,-14.628689,-90.612907,145.302200,-17.526917,26.301891,24.217970,1
12.225655,-0.715965,-13.903578,6.739790,-1.910550,4.318845,9.458465,-2.110933,-19.541824,5.337903,-3.444530,3.492201,9.822473,-2.887576,-18.696751,3.666504,-4.159322,2.733733,9.917818,-2.799128,-16.753826,2.124002,-3.840808,1.554486,5.883893,-2.084044,-13.679107,0.562326,-2.576340,0.372043,3.024469,-2.887471,-10.153294,-0.500807,-1.170192,-0.156327,1.457688,-3.318989,-7.544610,-1.039830,-0.459661,-0.538757,-0.152634,-3.163664,-6.456757,-1.176184,-0.619451,-0.700677,-1.714083,-2.724372,-5.908651,-1.272058,-1.198954,-0.623978,-2.352916,-2.033873,-5.191970,-1.456349,-1.710281,-0.364054,1
-15.554729,-3.129990,-5.597988,-1.522395,-1.771001,-0.074302,-29.964911,-9.835474,-8.383347,-6.194641,4.665322,4.559595,-44.675114,-27.863579,-4.731230,-12.156921,11.256108,11.490200,-52.950451,-61.538757,16.974129,-18.421738,18.269804,19.230406,-38.722973,-89.320114,61.337852,-22.145899,24.650734,23.845127,0.679439,-64.039642,128.957489,-15.934347,29.695822,21.396086,51.173035,-27.377628,102.312080,0.882970,23.331938,11.883283,24.824547,-26.768677,7.338025,14.256290,-6.070405,-1.051149,-48.811077,-5.584941,-19.849266,11.729485,-18.133450,-0.911599,3.150483,-4.471193,-10.856830,6.030324,-7.411572,2.751842,1
-11.924952,-11.117373,-1.210341,9.218658,-10.752238,-4.489820,-15.424909,-10.794106,-1.888451,8.805336,-11.122951,-3.732418,-13.231636,-7.485532,-2.740703,7.538738,-9.759413,-2.251701,-7.174082,-3.607920,-5.664861,5.374122,-6.367613,-0.868989,-2.267091,-1.936638,-7.691686,2.808967,-2.781936,-0.086020,0.094790,-1.804296,-6.054776,0.726377,-1.708150,0.073770,0.501758,-0.745182,-0.953147,-0.152466,-2.353700,-0.202134,-3.198968,-0.197357,-0.892147,-0.576441,-1.988315,-0.110521,-8.619219,0.112207,-5.234109,-1.807886,-0.549143,0.806671,-13.670109,-1.263323,-10.838972,-4.327234,1.057274,2.629337,1
60.711750,-68.785988,114.274879,9.430646,12.500337,16.341410,1.375928,-46.866585,-35.676029,21.374382,-12.730433,2.541985,-49.443184,-12.317061,-59.986946,8.140612,-11.302979,7.748994,26.506592,-7.129323,-0.777402,0.126633,0.817590,10.370608,32.470638,1.065455,19.612045,4.479300,1.208542,4.576639,11.436441,-3.234431,-9.288619,7.920102,-3.053578,0.999484,0.761294,-0.467066,-25.363689,5.688375,-3.278349,0.930241,8.537647,0.702643,-23.108742,2.017476,-1.935051,1.165665,11.898213,-1.871778,-17.988083,-0.741557,-0.417051,-0.419448,3.751646,-0.749389,-7.672461,-2.061418,0.274305,-1.612543,1
-13.272701,-9.097607,-1.073721,-0.492285,-4.395811,-3.275419,-38.028591,-13.133024,-10.656272,-4.354931,0.927312,0.729972,-69.623726,-31.250875,-16.510849,-11.513502,7.150582,10.436654,-66.863548,-78.991966,2.969543,-18.714685,10.427333,21.339628,-50.547119,-126.663506,41.728935,-22.521936,14.596775,29.560266,6.350631,-139.463257,111.179169,-21.166922,20.273565,31.527809,67.849892,-58.598370,130.851639,-8.263383,22.870678,19.485004,45.851093,-34.903519,35.326729,11.945733,0.186954,-0.903077,-50.318531,-21.432465,-13.516603,13.425385,-19.222149,-5.332443,-18.025465,-7.493240,-10.927320,8.101197,-7.870700,2.106292,1
-13.355514,-2.638381,-4.313634,1.569000,-8.211585,-0.948884,-16.987690,-5.499203,-16.106960,-2.197772,-4.259457,3.238668,-14.022249,-17.886879,-16.477060,-9.561939,2.091645,8.153794,-28.049347,-31.783806,3.930291,-16.111181,12.891288,12.165577,-44.938274,-47.946938,54.735477,-19.869431,22.791849,15.636206,-34.161644,-58.016472,89.878128,-12.994219,23.642994,18.337715,29.550148,-51.185040,102.795013,0.506932,16.194670,15.709709,23.583542,-40.750484,28.196812,16.295204,-0.673779,6.888261,-33.767891,-21.246603,-31.979187,15.593196,-12.106189,5.375587,0.745958,-12.900095,-27.820480,8.983235,-4.784632,8.364717,1
-29.314131,-5.941407,-12.218442,-2.124269,1.159539,3.923632,-51.023891,-26.203770,-18.860327,-9.534243,9.728520,12.005788,-61.710712,-71.139587,9.048611,-18.625202,17.890570,21.408869,-45.819523,-107.398315,72.324341,-21.669725,20.041338,27.689665,31.652565,-92.890572,124.083298,-13.832582,20.580360,26.642509,78.730614,-24.202389,81.487495,4.298206,17.395222,11.355977,13.371706,-22.025690,-3.503507,13.375318,-8.009185,-4.569715,-35.528614,-8.789555,-20.006859,10.206158,-16.115841,-2.709764,1.594266,0.975354,-12.010668,3.741073,-5.146821,0.744886,8.584724,6.292618,-2.524898,0.953278,3.629886,0.592553,1
-9.196774,-11.437441,-0.279205,7.007171,-10.344243,-8.035017,-10.223378,-11.801035,-0.202789,6.344577,-10.643581,-7.437405,-10.875071,-9.616766,1.462953,5.381579,-10.225998,-6.341248,-13.120813,-6.552993,0.961813,4.544281,-8.158321,-4.432296,-17.330183,-3.985116,-3.233261,3.353317,-4.779305,-1.301486,-20.861706,-5.000886,-10.239223,0.737029,-1.071123,3.032007,-23.017654,-12.534875,-19.758202,-5.274253,1.799763,8.005723,-26.980320,-31.274363,-15.992241,-12.421107,7.873896,13.003940,-36.874897,-62.636356,-1.864151,-19.884344,14.675605,17.927588,-38.765015,-78.555473,53.799969,-23.167486,17.635973,20.187012,1
19.871758,0.514114,-2.039556,4.096871,3.281545,5.401153,15.594324,3.170026,-5.038374,5.142960,1.402420,2.807236,9.006713,1.740310,-17.324265,4.503801,-1.358744,1.599227,9.888513,-0.025963,-18.623276,2.379666,-3.009902,0.726776,8.913837,-0.476056,-15.694912,0.545282,-2.989662,-0.338488,4.090833,-1.596918,-9.670858,-0.800146,-1.660213,-1.018126,1.581617,-2.494654,-5.899824,-1.262471,-0.626908,-1.108673,0.115257,-2.819572,-3.506711,-0.943957,-1.013598,-1.168328,-1.060015,-2.598344,-3.596842,-0.515721,-2.008555,-1.124652,-3.240703,-2.772640,-4.116439,-0.363388,-2.520947,-0.764593,1
-14.674209,-4.142866,-1.994251,-0.082158,-2.235456,-0.830639,-29.675419,-7.034471,-11.152536,-3.619899,2.346243,3.351586,-44.636448,-22.063858,-13.481733,-9.748361,8.629169,10.596444,-48.469658,-52.819046,4.614360,-16.909063,17.099079,17.875391,-41.709774,-77.316795,41.068283,-21.746426,23.026207,22.207817,-9.010360,-71.647911,95.185295,-20.302994,27.351177,20.806995,24.089472,-30.530655,114.657135,-6.108355,25.481640,13.050811,36.564049,-29.351955,37.920135,11.605914,4.938030,2.973417,-28.087147,-20.827641,-15.622370,15.587870,-13.649755,-1.029844,-17.308079,-8.540868,-23.998421,9.728920,-10.105623,2.213884,1
-10.203369,-10.688328,-0.117220,7.892405,-13.809546,-5.172654,-10.662891,-9.233871,-0.630319,6.854838,-12.832699,-4.483428,-10.491274,-6.560440,-0.921327,5.287836,-10.327198,-3.276485,-15.700060,-3.823010,-6.568342,2.683266,-6.154561,-0.908404,-25.993011,-4.412107,-13.135959,-1.772732,-0.258326,3.495396,-31.712399,-17.342970,-16.168325,-7.824495,5.787045,9.607879,-33.548309,-40.906891,-7.087392,-14.865888,11.114429,15.327280,-32.911030,-63.246586,20.676117,-20.170900,15.937942,18.567812,-28.602932,-65.669342,63.513390,-20.061178,19.243456,19.048246,-7.567895,-49.445576,102.446014,-10.843451,19.310566,17.797626,1
12.973700,6.452000,-7.357118,0.760465,4.853874,0.383761,7.633398,4.914364,-7.704143,0.516520,1.061535,-0.907338,4.029420,1.982703,-7.102445,0.400406,-2.116146,-1.197090,1.793646,-0.497263,-5.503728,0.228899,-2.940660,-0.745418,1.135070,-0.996421,-4.087860,0.078696,-1.834917,-0.221309,2.327816,-0.629261,-4.368011,0.021172,-0.581101,-0.119043,2.804824,-0.363192,-5.350184,-0.178032,-0.272175,-0.556867,0.633391,-0.216184,-5.093969,-0.430500,-0.681236,-1.018126,-1.016234,-0.692804,-4.924608,-0.785232,-1.057274,-1.054345,-2.036699,-1.036361,-3.282846,-1.154879,-0.904941,-0.837031,1
-13.689529,-2.648456,-8.987642,-3.141596,1.021055,2.377935,-25.468782,-9.787256,-18.827377,-7.447392,4.108189,6.011549,-41.696865,-34.015034,-19.916887,-15.009698,10.185518,11.757581,-53.098240,-72.030983,8.234447,-22.891584,17.328112,17.658077,-55.587669,-92.733025,72.670982,-24.398932,21.271717,21.477047,-16.253448,-81.602318,128.230042,-13.374518,22.431789,23.067486,64.523438,-56.265709,95.808731,6.446842,12.823112,14.948046,-3.721925,-27.590025,-9.980706,18.361816,-9.394028,2.964895,-28.690771,-16.571741,-40.649155,11.947864,-13.409006,5.908218,19.613764,1.025661,-16.494606,4.485692,-2.708433,5.618467,1
-7.987518,-13.420419,-2.036022,7.321424,-13.008467,-6.253897,-9.833965,-12.945366,-0.699183,5.946168,-12.740021,-5.775593,-9.633474,-10.277368,0.576550,4.476105,-10.768217,-4.501538,-11.911882,-7.076344,-1.714313,2.622546,-6.639256,-2.459427,-16.418039,-6.405938,-5.923103,-0.004394,-1.659148,0.489222,-19.284616,-8.116603,-7.299619,-2.881671,1.179780,4.218710,-19.188637,-14.474523,-7.716112,-5.933651,2.386723,7.966308,-19.742115,-24.732601,-6.811353,-9.249817,3.803524,11.561573,-22.255972,-40.652237,-4.325479,-13.133769,6.136451,15.386934,-23.662039,-62.329922,7.141675,-17.638769,10.795915,19.230406,1
-13.557107,-10.991239,-20.374641,11.377948,-8.742086,5.714341,7.648875,-2.886918,-15.852833,7.227681,-3.755587,5.743103,12.546497,1.267686,-9.687525,5.463604,-1.886049,3.959851,9.619359,1.408083,-11.962721,5.077979,-3.553187,2.271408,9.054267,-0.055686,-15.722260,4.053195,-4.674910,0.895088,7.789525,-1.462032,-15.793873,2.153830,-3.132408,-0.300138,4.359766,-1.676837,-12.903924,0.392949,-1.285241,-0.980842,2.605092,-2.124295,-10.549450,-0.756470,-0.298806,-1.354749,1.484272,-2.627783,-8.770872,-1.442500,-0.137952,-1.644501,0.213076,-3.043806,-6.675848,-1.798298,-0.545948,-1.793638,1
-12.772748,-3.867014,-3.392886,-0.803342,-0.086819,-0.041279,-28.277191,-7.489611,-12.951005,-4.923782,4.977444,3.351586,-47.444767,-24.480385,-16.895369,-12.326299,13.668930,9.826258,-59.951401,-60.746387,0.612566,-21.181835,21.534838,16.843149,-50.434559,-89.584167,62.512253,-25.746490,26.635319,20.849606,-4.653085,-58.076920,142.909317,-15.982284,29.928049,17.530245,44.650566,-33.538303,88.100075,6.021802,17.617863,9.114662,-9.548957,-21.574411,-16.938358,14.706897,-6.855504,0.627707,-27.705444,-6.431563,-33.343159,7.332077,-11.082470,4.291148,14.297826,1.850840,-2.098824,2.079262,-2.973683,4.660795,1
-8.389765,-11.862425,-2.498420,8.271639,-14.136581,-5.752157,-10.403085,-12.607013,-0.335582,7.140329,-13.587971,-5.754288,-11.196157,-10.410245,1.872299,5.842838,-11.631081,-4.915926,-13.683210,-7.000957,1.178204,4.293944,-7.961248,-3.221091,-20.096840,-4.990880,-6.309629,1.826794,-2.697780,-0.035953,-23.542326,-6.560663,-14.968397,-2.606833,2.347308,4.630967,-20.887383,-16.018230,-17.182076,-8.398672,5.815807,8.958068,-20.974579,-31.817940,-12.926147,-14.469609,9.201215,11.839606,-28.342625,-49.178066,-3.493780,-19.759708,12.433225,13.728319,-27.545071,-62.724567,19.395641,-22.647638,13.885179,14.646576,1
0.493743,-10.002248,-16.361389,5.681983,1.219194,8.048333,17.162670,-3.762877,-1.310314,2.346643,4.446943,7.468830,20.328802,3.463249,5.573155,3.759182,1.317199,4.335889,10.788905,2.976943,-6.532794,5.428451,-3.163300,2.029593,9.365547,-0.365375,-14.438757,4.261987,-3.850395,1.185905,9.627526,-0.740692,-13.766266,2.139982,-1.765674,0.489222,7.831028,0.120226,-10.547672,0.620916,0.455400,-0.175502,6.607269,-0.459590,-8.885937,-0.132226,1.241565,-0.877511,3.971531,-1.208003,-7.937484,-0.483763,1.040230,-1.322791,2.304844,-1.402123,-6.998922,-0.660597,0.231695,-1.398425,1
-13.556039,-6.811930,-1.743124,-4.853474,3.066361,4.828041,-21.940966,-14.302944,-6.469234,-7.974697,6.180127,8.025963,-32.828568,-31.298569,-8.801249,-13.162531,10.980205,12.653468,-44.314541,-60.609161,0.388527,-20.110180,17.439964,17.683643,-48.478645,-87.537292,29.675631,-26.343039,22.966551,20.215775,-50.596504,-88.567368,87.260155,-25.442890,24.672039,20.265842,-2.056555,-61.626011,112.785744,-12.431760,17.398418,18.891651,54.295261,-34.001667,62.616409,9.080174,3.503119,8.441416,1.662086,-20.457348,-17.087326,15.778552,-13.036164,-2.836531,-36.231434,-2.298220,-22.470028,10.263682,-14.527533,-1.349423,1
-9.048856,-11.315864,-2.669885,7.677222,-12.672909,-7.415034,-10.685244,-12.545094,-1.441386,6.755769,-12.589818,-6.966558,-13.040483,-9.807160,1.353410,5.720333,-10.790588,-5.068258,-14.689377,-6.255966,-0.100122,4.814858,-7.316763,-2.343314,-17.901316,-3.622617,-5.846547,2.813228,-3.431747,0.811997,-18.560173,-6.240514,-11.020554,-0.907738,-0.253000,4.537224,-17.989019,-13.721306,-12.875015,-5.827125,3.361439,8.667252,-19.374615,-27.294353,-10.367319,-11.559309,8.437421,12.654533,-27.505032,-46.214397,6.019427,-17.741034,14.269739,16.060181,-33.482437,-59.229340,49.997284,-20.601267,18.021597,18.544376,1
17.606003,-1.493968,-4.987328,5.099284,0.392550,5.831520,16.403511,3.862360,-7.714732,4.739225,0.746217,3.055442,12.485516,2.556067,-14.875526,3.635612,-0.821851,1.355282,10.856828,0.405627,-15.215919,1.945038,-1.615472,0.287888,8.843801,-0.739763,-11.873701,0.448343,-1.179780,-0.485494,6.893648,-0.495507,-7.038465,-0.315451,-0.066579,-1.178981,5.772894,-1.264381,-6.362334,-0.283493,0.637560,-1.846901,3.690638,-1.958913,-7.548574,-0.390020,0.537426,-2.425339,1.632811,-2.416826,-8.341049,-0.896020,0.126234,-2.545714,-1.459114,-2.292998,-5.487305,-1.534113,-0.287089,-2.300703,1
-14.394996,-4.350072,-3.398394,-2.116812,0.777110,2.173404,-27.941143,-9.536150,-12.996752,-6.043374,6.620081,6.267212,-46.429558,-35.338081,-23.630053,-14.921281,16.996815,13.003940,-59.914818,-88.159714,-4.350972,-27.401909,24.922375,18.846910,-59.867531,-113.656441,63.392021,-32.312775,25.478443,19.001373,-23.800268,-69.021332,133.400925,-18.065939,17.317459,17.182968,49.075508,-35.244072,90.269058,8.468713,2.135321,8.655534,2.708265,-32.022152,-12.515746,18.869947,-13.331242,-2.353966,-35.563038,-6.440149,-31.690418,12.470908,-12.828438,-0.470580,-2.020622,1.013050,-21.284561,3.677157,-1.194693,3.355847,1
-9.928603,-13.093904,-2.855624,9.705483,-11.849460,-5.808616,-14.632183,-12.208554,-4.840917,8.621045,-11.854787,-5.343096,-14.035703,-9.496778,-2.691036,6.958169,-11.122951,-3.896468,-14.160072,-5.083941,-4.916142,5.156808,-8.257391,-1.902295,-17.328859,-2.462934,-13.132968,1.678722,-3.519099,1.104945,-23.383232,-6.179081,-21.432529,-3.891541,2.381397,5.390501,-26.375366,-22.135822,-23.289087,-11.091659,7.286936,10.245972,-29.338493,-45.270576,-14.633336,-18.355692,11.380744,13.859346,-33.004829,-69.681252,6.508621,-24.037807,14.560556,16.085747,-36.369793,-79.936752,56.946896,-24.711054,17.437834,16.158186,1
21.389427,-0.309168,-7.673685,3.373557,3.042926,6.305562,15.468673,3.912146,-5.929461,3.954125,-0.253000,3.486874,9.170542,0.964438,-13.364605,4.266248,-3.250652,2.090314,7.665562,-1.253174,-17.311863,2.800445,-3.608581,1.672730,9.342932,-1.513124,-16.135904,0.719985,-2.174736,1.005875,8.658721,-0.427403,-10.440407,-0.827843,-0.780306,-0.022104,6.639510,-0.775797,-7.577867,-1.267797,-0.344613,-0.973385,3.819904,-1.622984,-6.725523,-1.376454,-0.604537,-1.615739,0.456641,-1.582653,-5.487358,-1.484045,-1.011468,-1.590172,-0.820773,-1.291024,-3.472766,-1.549026,-1.355548,-1.183242,1
-22.584839,-5.593631,-7.586392,-2.239317,-1.949965,-1.088433,-43.660370,-13.987204,-17.351469,-7.456979,4.699410,5.476787,-54.453907,-41.464619,-12.072998,-15.154573,12.771978,14.200231,-46.655716,-75.737038,14.568138,-21.575983,16.636755,20.103922,-37.175980,-91.051605,62.479183,-22.715815,19.309502,22.664816,-3.686155,-74.523514,124.899368,-14.101028,22.237911,21.189425,53.135532,-44.104527,93.134872,7.403449,10.726672,12.404196,9.120836,-35.094826,-12.796518,18.082718,-9.744499,0.482831,-36.618233,-8.934294,-35.314423,12.287683,-12.492879,1.699362,7.269049,-1.969840,-27.483305,3.058239,-1.351287,4.365717,1
